tfidf_cosine,bleu,rouge_l,turn_id,condition,sample_idx,source_file
0.2357387604428206,0.03090160080500053,0.22222222222222224,14,C1,3,C1attempt_03.json
0.09806824934046246,0.011884775898621575,0.1935483870967742,16,C1,3,C1attempt_03.json
0.17279699394083528,0.02381848845488711,0.2777777777777778,17,C1,3,C1attempt_03.json
0.23297965480487529,0.024512401940754224,0.22222222222222224,19,C1,3,C1attempt_03.json
0.21263532984805972,0.007694977808346923,0.19047619047619047,21,C1,3,C1attempt_03.json
0.19048427711176064,0.0256976373216606,0.19047619047619047,22,C1,3,C1attempt_03.json
0.19085289131633018,0.012974640326799935,0.23076923076923078,23,C1,3,C1attempt_03.json
0.0,0.0,0.0,24,C1,3,C1attempt_03.json
0.22753947091417176,0.03961393797941288,0.26666666666666666,26,C1,3,C1attempt_03.json
0.28233737365161443,0.07029695662739609,0.43478260869565216,27,C1,3,C1attempt_03.json
0.08703844301195905,0.006926232457695115,0.08888888888888888,28,C1,3,C1attempt_03.json
0.1461369749329123,0.012096100427314878,0.17857142857142858,29,C1,3,C1attempt_03.json
0.1878883175372402,0.004401671624742202,0.21052631578947367,30,C1,3,C1attempt_03.json
0.0,0.0,0.0,31,C1,3,C1attempt_03.json
0.12323874320377141,0.0060232072584496645,0.11320754716981134,32,C1,3,C1attempt_03.json
0.2996640754167521,0.03842693064921012,0.3333333333333333,34,C1,3,C1attempt_03.json
0.1188697390990345,0.015718877363021206,0.20689655172413796,35,C1,3,C1attempt_03.json
0.0,0.0,0.0,1,C1,4,C1attempt_04.json
0.15412941504287728,0.004186541268618951,0.1875,2,C1,4,C1attempt_04.json
0.18976728433844914,0.022416933501922302,0.18181818181818182,3,C1,4,C1attempt_04.json
0.07803104551921322,0.009391496314224665,0.11538461538461539,5,C1,4,C1attempt_04.json
0.12918950296458392,0.024494759270892695,0.21428571428571427,6,C1,4,C1attempt_04.json
0.4216726126633791,0.06336859268415407,0.2962962962962963,8,C1,4,C1attempt_04.json
0.0,0.0,0.0,9,C1,4,C1attempt_04.json
0.11268870756420567,0.004802268984305697,0.12244897959183675,10,C1,4,C1attempt_04.json
0.13942995985310802,0.006081854391668057,0.15789473684210528,11,C1,4,C1attempt_04.json
0.20199309249791833,0.022835060540062107,0.3157894736842105,12,C1,4,C1attempt_04.json
0.23254094309217593,0.0385222490879194,0.28571428571428575,14,C1,4,C1attempt_04.json
0.10561183683203634,0.012039533619616523,0.18750000000000003,16,C1,4,C1attempt_04.json
0.1721405361560629,0.02867608138320491,0.17647058823529413,17,C1,4,C1attempt_04.json
0.04183711217318289,0.008687475782716616,0.11764705882352941,19,C1,4,C1attempt_04.json
0.1608979888844696,0.012695905142481189,0.16666666666666666,21,C1,4,C1attempt_04.json
0.1264732309017752,0.03342866121562732,0.14285714285714285,22,C1,4,C1attempt_04.json
0.15906444589068597,0.009413843821782234,0.25,23,C1,4,C1attempt_04.json
0.0,0.0,0.0,24,C1,4,C1attempt_04.json
0.2042294233499739,0.03223730691044443,0.25,26,C1,4,C1attempt_04.json
0.3040344055178825,0.07069301148938888,0.43478260869565216,27,C1,4,C1attempt_04.json
0.14355684577730488,0.006307779352415969,0.15384615384615383,28,C1,4,C1attempt_04.json
0.1224352284062809,0.003401482849698707,0.12,29,C1,4,C1attempt_04.json
0.06758188846740437,0.0032453802543598977,0.1111111111111111,30,C1,4,C1attempt_04.json
0.0,0.0,0.0,31,C1,4,C1attempt_04.json
0.062287832748198275,0.0021349652199950018,0.07843137254901959,32,C1,4,C1attempt_04.json
0.2996640754167521,0.03842693064921012,0.3333333333333333,34,C1,4,C1attempt_04.json
0.0,0.0,0.0,35,C1,4,C1attempt_04.json
0.06819998677935221,0.007913247271422612,0.10810810810810811,1,C1,5,C1attempt_05.json
0.1395053687950642,0.0034276500856484423,0.15873015873015875,2,C1,5,C1attempt_05.json
0.15064018498706505,0.015718877363021206,0.2222222222222222,3,C1,5,C1attempt_05.json
0.15042698861446593,0.015058378338087866,0.10714285714285714,5,C1,5,C1attempt_05.json
0.14535985300861146,0.05452651847970717,0.23076923076923078,6,C1,5,C1attempt_05.json
0.35817270062893625,0.05684653076227407,0.27586206896551724,8,C1,5,C1attempt_05.json
0.0,0.0,0.0,9,C1,5,C1attempt_05.json
0.17949276017615406,0.011742451902837112,0.2,10,C1,5,C1attempt_05.json
0.09419121531299884,0.007387766558024659,0.15384615384615385,11,C1,5,C1attempt_05.json
0.21693381701139697,0.019090277826420414,0.22222222222222224,12,C1,5,C1attempt_05.json
0.2357387604428206,0.027945808908128086,0.2380952380952381,14,C1,5,C1attempt_05.json
0.028125757853538096,0.010218552057167037,0.05714285714285714,16,C1,5,C1attempt_05.json
0.16450718266805012,0.02340062524264556,0.2857142857142857,17,C1,5,C1attempt_05.json
0.0,0.0,0.10000000000000002,19,C1,5,C1attempt_05.json
0.1608979888844696,0.012695905142481189,0.16666666666666666,21,C1,5,C1attempt_05.json
0.030174834989844294,0.009629943614188135,0.057142857142857134,22,C1,5,C1attempt_05.json
0.1362763414390864,0.011723910995413513,0.23076923076923078,23,C1,5,C1attempt_05.json
0.0,0.0,0.0,24,C1,5,C1attempt_05.json
0.24697370937331176,0.044036187450599715,0.3404255319148936,26,C1,5,C1attempt_05.json
0.3040344055178825,0.07029695662739609,0.5217391304347827,27,C1,5,C1attempt_05.json
0.19524286056355966,0.008083346489298072,0.1951219512195122,28,C1,5,C1attempt_05.json
0.12258336269584982,0.011794145850637431,0.14035087719298245,29,C1,5,C1attempt_05.json
0.13596685101552364,0.003855598002963863,0.16216216216216217,30,C1,5,C1attempt_05.json
0.0,0.0,0.0,31,C1,5,C1attempt_05.json
0.10558314872515737,0.01123826222219691,0.20689655172413793,32,C1,5,C1attempt_05.json
0.2996640754167521,0.03842693064921012,0.3333333333333333,34,C1,5,C1attempt_05.json
0.10163066979112656,0.01714632199160149,0.22222222222222224,35,C1,5,C1attempt_05.json
0.07338366200386337,0.010802314890908065,0.12903225806451615,1,C1,6,C1attempt_06.json
0.16357703908757237,0.0047688366237110666,0.23333333333333336,2,C1,6,C1attempt_06.json
0.14535985300861146,0.013679192123121896,0.21428571428571427,3,C1,6,C1attempt_06.json
0.2542693553317836,0.008611708873410416,0.1739130434782609,5,C1,6,C1attempt_06.json
0.11743956657713239,0.016234136350505617,0.13333333333333333,6,C1,6,C1attempt_06.json
0.649891351552302,0.13134549472120793,0.4444444444444445,8,C1,6,C1attempt_06.json
0.0,0.0,0.0,9,C1,6,C1attempt_06.json
0.0,0.0,0.0,10,C1,6,C1attempt_06.json
0.1055369067362816,0.003090389385914503,0.10526315789473684,11,C1,6,C1attempt_06.json
0.31125746752705374,0.0446778805361507,0.33333333333333326,12,C1,6,C1attempt_06.json
0.20144081346529788,0.03372137737730208,0.2127659574468085,14,C1,6,C1attempt_06.json
0.11304078416613482,0.012673718536830811,0.2162162162162162,16,C1,6,C1attempt_06.json
0.09646515029994407,0.020466639922304013,0.18181818181818182,17,C1,6,C1attempt_06.json
0.2532094495161745,0.024822529802838878,0.23529411764705882,19,C1,6,C1attempt_06.json
0.20052644513991702,0.008793827819069944,0.18604651162790697,21,C1,6,C1attempt_06.json
0.07803972866541829,0.027952555963587523,0.1379310344827586,22,C1,6,C1attempt_06.json
0.044162335942598614,0.007916067523495003,0.08333333333333333,23,C1,6,C1attempt_06.json
0.0,0.0,0.0,24,C1,6,C1attempt_06.json
0.2354978146134856,0.038949067388366815,0.27272727272727276,26,C1,6,C1attempt_06.json
0.12265707586773435,0.009849349468888718,0.25806451612903225,27,C1,6,C1attempt_06.json
0.1305011295263411,0.0076696938889855406,0.1111111111111111,28,C1,6,C1attempt_06.json
0.13114058717016816,0.012470790899290783,0.14035087719298245,29,C1,6,C1attempt_06.json
0.07801658004755238,0.0018970937865486585,0.11764705882352941,30,C1,6,C1attempt_06.json
0.04840481852390735,0.0,0.0909090909090909,31,C1,6,C1attempt_06.json
0.1292319539456352,0.006288603485284804,0.23076923076923075,32,C1,6,C1attempt_06.json
0.2095236486219197,0.04605218877867957,0.23529411764705882,34,C1,6,C1attempt_06.json
0.1077862696149231,0.013758777297397084,0.17391304347826086,35,C1,6,C1attempt_06.json
0.1015043418418445,0.009410489957951634,0.16216216216216217,1,C1,7,C1attempt_07.json
0.203971424233508,0.0052775852694657635,0.23333333333333336,2,C1,7,C1attempt_07.json
0.15654119637210873,0.015718877363021206,0.23076923076923075,3,C1,7,C1attempt_07.json
0.14312314179355057,0.0044809069242416275,0.1818181818181818,5,C1,7,C1attempt_07.json
0.1228952455933767,0.060404441770171825,0.20689655172413793,6,C1,7,C1attempt_07.json
0.5381385939035185,0.09669265690880861,0.380952380952381,8,C1,7,C1attempt_07.json
0.0,0.0,0.0,9,C1,7,C1attempt_07.json
0.08656791023218952,0.007921624724623034,0.1090909090909091,10,C1,7,C1attempt_07.json
0.1505569696020495,0.002648073152618252,0.2162162162162162,11,C1,7,C1attempt_07.json
0.21693381701139697,0.022702294218557836,0.33333333333333326,12,C1,7,C1attempt_07.json
0.25536527721650487,0.023878611921416725,0.25,14,C1,7,C1attempt_07.json
0.09193998174078086,0.012160935380276093,0.17647058823529413,16,C1,7,C1attempt_07.json
0.09646515029994407,0.0212226747319313,0.17647058823529413,17,C1,7,C1attempt_07.json
0.052249853500008124,0.0,0.15384615384615385,19,C1,7,C1attempt_07.json
0.20052644513991702,0.008793827819069944,0.18604651162790697,21,C1,7,C1attempt_07.json
0.11913689236190332,0.012151662434083676,0.19047619047619047,22,C1,7,C1attempt_07.json
0.04743492331868173,0.0,0.08333333333333333,23,C1,7,C1attempt_07.json
0.05664409592863685,0.004874139244068762,0.08695652173913045,24,C1,7,C1attempt_07.json
0.16432293200633805,0.0075224015207466825,0.20512820512820515,26,C1,7,C1attempt_07.json
0.3040344055178825,0.07029695662739609,0.5217391304347827,27,C1,7,C1attempt_07.json
0.05869868646731191,0.004312985825336451,0.05405405405405406,28,C1,7,C1attempt_07.json
0.06743557494279503,0.004461307353974089,0.11538461538461539,29,C1,7,C1attempt_07.json
0.1878883175372402,0.004401671624742202,0.21052631578947367,30,C1,7,C1attempt_07.json
0.05850970413367294,0.0,0.10526315789473685,31,C1,7,C1attempt_07.json
0.05494357771912911,0.0025005711383347304,0.07692307692307693,32,C1,7,C1attempt_07.json
0.2095236486219197,0.04488049278978066,0.24242424242424246,34,C1,7,C1attempt_07.json
0.0,0.0,0.0,35,C1,7,C1attempt_07.json
0.07539317005440438,0.011502783619900045,0.13333333333333333,1,C1,8,C1attempt_08.json
0.203971424233508,0.0052775852694657635,0.23333333333333336,2,C1,8,C1attempt_08.json
0.1631948625672096,0.0169861974906263,0.23999999999999996,3,C1,8,C1attempt_08.json
0.1758333114861979,0.007229335303173552,0.1702127659574468,5,C1,8,C1attempt_08.json
0.14438355527738675,0.06087895024805787,0.1818181818181818,6,C1,8,C1attempt_08.json
0.6052855104516397,0.11731175160264001,0.4210526315789474,8,C1,8,C1attempt_08.json
0.014615567883244694,0.0036256430206172588,0.030303030303030307,9,C1,8,C1attempt_08.json
0.10270084127858434,0.009163028222091365,0.14035087719298245,10,C1,8,C1attempt_08.json
0.11397597486087335,0.001695360900064478,0.1111111111111111,11,C1,8,C1attempt_08.json
0.1707761131901165,0.020255986027125642,0.2727272727272727,12,C1,8,C1attempt_08.json
0.18268677877041464,0.0348087814594015,0.20408163265306123,14,C1,8,C1attempt_08.json
0.08927737909998955,0.012039533619616523,0.18750000000000003,16,C1,8,C1attempt_08.json
0.1912568170978848,0.020917118346825053,0.18749999999999997,17,C1,8,C1attempt_08.json
0.2532094495161745,0.024822529802838878,0.23529411764705882,19,C1,8,C1attempt_08.json
0.18145138781261577,0.010665865010733449,0.17777777777777778,21,C1,8,C1attempt_08.json
0.0,0.0,0.0,22,C1,8,C1attempt_08.json
0.0,0.0,0.0,23,C1,8,C1attempt_08.json
0.0,0.0,0.0,24,C1,8,C1attempt_08.json
0.20745738094295238,0.038096260016692564,0.2790697674418605,26,C1,8,C1attempt_08.json
0.3169434500659641,0.07596458453655348,0.5454545454545454,27,C1,8,C1attempt_08.json
0.037270847222713635,0.0,0.06060606060606061,28,C1,8,C1attempt_08.json
0.13048082869525365,0.01056488611972896,0.14814814814814814,29,C1,8,C1attempt_08.json
0.1878883175372402,0.005234499214049016,0.10526315789473684,30,C1,8,C1attempt_08.json
0.0,0.0,0.0,31,C1,8,C1attempt_08.json
0.02059579788679131,0.001478569834559731,0.04,32,C1,8,C1attempt_08.json
0.2663747780202695,0.04650918529247737,0.3125,34,C1,8,C1attempt_08.json
0.0,0.0,0.0,35,C1,8,C1attempt_08.json
0.07338366200386337,0.010802314890908065,0.12903225806451615,1,C1,9,C1attempt_09.json
0.18216835682587296,0.012096850557148249,0.24615384615384617,2,C1,9,C1attempt_09.json
0.14587439082056453,0.023505403213046533,0.2105263157894737,3,C1,9,C1attempt_09.json
0.2019521250995418,0.014043562567319434,0.15384615384615383,5,C1,9,C1attempt_09.json
0.050401258967805646,0.0,0.08333333333333333,6,C1,9,C1attempt_09.json
0.38605965558422317,0.05154337627145954,0.25806451612903225,8,C1,9,C1attempt_09.json
0.0,0.0,0.0,9,C1,9,C1attempt_09.json
0.20706176531191042,0.012178275245116416,0.16129032258064516,10,C1,9,C1attempt_09.json
0.035358706999637904,0.0014256229034255298,0.05555555555555555,11,C1,9,C1attempt_09.json
0.28825378403927704,0.044939163285563015,0.3157894736842105,12,C1,9,C1attempt_09.json
0.17176982996205023,0.03392268780792677,0.19999999999999998,14,C1,9,C1attempt_09.json
0.06360120575671216,0.007425868202031369,0.12765957446808512,16,C1,9,C1attempt_09.json
0.18094569179726988,0.021992835865967196,0.18181818181818182,17,C1,9,C1attempt_09.json
0.2532094495161745,0.024822529802838878,0.23529411764705882,19,C1,9,C1attempt_09.json
0.21263532984805972,0.007694977808346923,0.19047619047619047,21,C1,9,C1attempt_09.json
0.21050891594014298,0.022757395885402106,0.2,22,C1,9,C1attempt_09.json
0.11521554337793126,0.01335356899385369,0.20689655172413793,23,C1,9,C1attempt_09.json
0.0,0.0,0.0,24,C1,9,C1attempt_09.json
0.182279146281312,0.03961393797941288,0.26666666666666666,26,C1,9,C1attempt_09.json
0.29258424192759563,0.06541868941754436,0.5,27,C1,9,C1attempt_09.json
0.19889470033190854,0.00477310343282362,0.21621621621621623,28,C1,9,C1attempt_09.json
0.22653878285743523,0.013205566777601816,0.22641509433962262,29,C1,9,C1attempt_09.json
0.07801658004755238,0.0018970937865486585,0.11764705882352941,30,C1,9,C1attempt_09.json
0.04060932576976731,0.0,0.07142857142857144,31,C1,9,C1attempt_09.json
0.04459741175753332,0.004770456228425639,0.06557377049180327,32,C1,9,C1attempt_09.json
0.1037336370337294,0.009891094580518088,0.19354838709677416,34,C1,9,C1attempt_09.json
0.05447305548474797,0.013120543279239774,0.09090909090909091,35,C1,9,C1attempt_09.json
0.1015043418418445,0.009849349468888718,0.16666666666666669,1,C1,10,C1attempt_10.json
0.15412941504287728,0.004186541268618951,0.1875,2,C1,10,C1attempt_10.json
0.0,0.0,0.0,3,C1,10,C1attempt_10.json
0.22021371780914512,0.01462134022363553,0.14814814814814817,5,C1,10,C1attempt_10.json
0.15611161433007245,0.05057268482495309,0.24,6,C1,10,C1attempt_10.json
0.5381385939035185,0.0888917558917174,0.36363636363636365,8,C1,10,C1attempt_10.json
0.0,0.0,0.0,9,C1,10,C1attempt_10.json
0.08656791023218952,0.007921624724623034,0.1090909090909091,10,C1,10,C1attempt_10.json
0.035358706999637904,0.0025986973563536337,0.05128205128205129,11,C1,10,C1attempt_10.json
0.1497622196107472,0.01633647013102316,0.15789473684210525,12,C1,10,C1attempt_10.json
0.20068825230913284,0.0348087814594015,0.20408163265306123,14,C1,10,C1attempt_10.json
0.10347149041439534,0.007988739893685173,0.19607843137254904,16,C1,10,C1attempt_10.json
0.15780683738847653,0.02381848845488711,0.16666666666666666,17,C1,10,C1attempt_10.json
0.2532094495161745,0.024822529802838878,0.23529411764705882,19,C1,10,C1attempt_10.json
0.2847527282135081,0.011803719965342989,0.26666666666666666,21,C1,10,C1attempt_10.json
0.1631948625672096,0.029096271468692207,0.2608695652173913,22,C1,10,C1attempt_10.json
0.2497090931906202,0.016359615552973487,0.24242424242424243,23,C1,10,C1attempt_10.json
0.0,0.0,0.0,24,C1,10,C1attempt_10.json
0.25429138295288195,0.03702501911318291,0.2857142857142857,26,C1,10,C1attempt_10.json
0.3169434500659641,0.07596458453655348,0.45454545454545453,27,C1,10,C1attempt_10.json
0.1981919232240978,0.0021884209841955436,0.11764705882352941,28,C1,10,C1attempt_10.json
0.15586154190509088,0.011031754190765335,0.14545454545454545,29,C1,10,C1attempt_10.json
0.07801658004755238,0.0018970937865486585,0.11764705882352941,30,C1,10,C1attempt_10.json
0.051171029771728015,0.0,0.09523809523809525,31,C1,10,C1attempt_10.json
0.15433833814874348,0.0029204741478499013,0.12244897959183675,32,C1,10,C1attempt_10.json
0.2996640754167521,0.03842693064921012,0.3333333333333333,34,C1,10,C1attempt_10.json
0.1077862696149231,0.013758777297397084,0.17391304347826086,35,C1,10,C1attempt_10.json
0.1172939400830206,0.008301095462822575,0.15,1,C2,1,C2attempt_01.json
0.1287783906751463,0.0065368894807982855,0.16901408450704225,2,C2,1,C2attempt_01.json
0.1648928847254274,0.006510755202591488,0.1702127659574468,3,C2,1,C2attempt_01.json
0.1891745935634666,0.011138589010602657,0.2448979591836735,5,C2,1,C2attempt_01.json
0.13507348367087132,0.053463162573637084,0.22857142857142856,6,C2,1,C2attempt_01.json
0.35817270062893625,0.05406502668979586,0.4666666666666667,8,C2,1,C2attempt_01.json
0.03749828118278384,0.0047627819176624345,0.08571428571428572,9,C2,1,C2attempt_01.json
0.14652941164563207,0.01110532535623157,0.13333333333333333,10,C2,1,C2attempt_01.json
0.06744304769296747,0.0160461494703898,0.10526315789473684,11,C2,1,C2attempt_01.json
0.0,0.0,0.0,12,C2,1,C2attempt_01.json
0.31598524815751905,0.018553882213202113,0.2631578947368421,14,C2,1,C2attempt_01.json
0.12112978990591836,0.00821807407726565,0.1702127659574468,16,C2,1,C2attempt_01.json
0.14654515148256556,0.02424810173320479,0.15789473684210528,17,C2,1,C2attempt_01.json
0.11031569691241042,0.027952555963587523,0.23076923076923075,19,C2,1,C2attempt_01.json
0.22501969060725655,0.013469438256331312,0.16666666666666666,21,C2,1,C2attempt_01.json
0.1652421972668972,0.030206205252435548,0.21428571428571427,22,C2,1,C2attempt_01.json
0.188244238532115,0.020828838183973034,0.24390243902439027,23,C2,1,C2attempt_01.json
0.07498114414183248,0.011228968297774719,0.13793103448275862,24,C2,1,C2attempt_01.json
0.15734764560203104,0.03925345689749394,0.18867924528301885,26,C2,1,C2attempt_01.json
0.15869364695353844,0.04099093841051792,0.25,27,C2,1,C2attempt_01.json
0.13271124792651917,0.008483848383841253,0.125,28,C2,1,C2attempt_01.json
0.1763350251399297,0.012208642905498246,0.18181818181818182,29,C2,1,C2attempt_01.json
0.17157115564786088,0.005292598256312984,0.2,30,C2,1,C2attempt_01.json
0.0337914049066477,0.008687475782716616,0.057142857142857134,31,C2,1,C2attempt_01.json
0.05301766179924437,0.0061785778586006465,0.1090909090909091,32,C2,1,C2attempt_01.json
0.21499902849314464,0.047326568651956204,0.3043478260869565,34,C2,1,C2attempt_01.json
0.07188864279873158,0.010182425646195498,0.12121212121212122,35,C2,1,C2attempt_01.json
0.06819998677935221,0.009629943614188135,0.1142857142857143,1,C2,2,C2attempt_02.json
0.1929896216583809,0.0065484591024773135,0.22950819672131148,2,C2,2,C2attempt_02.json
0.09865621511919304,0.007173775053353474,0.13953488372093023,3,C2,2,C2attempt_02.json
0.1587442943017389,0.01726609054508226,0.2413793103448276,5,C2,2,C2attempt_02.json
0.11521554337793122,0.042084990495118005,0.14285714285714282,6,C2,2,C2attempt_02.json
0.40872977966927326,0.05684653076227407,0.48275862068965514,8,C2,2,C2attempt_02.json
0.051582767853193774,0.005508739793797004,0.1095890410958904,9,C2,2,C2attempt_02.json
0.11556575657251593,0.007827117350535115,0.1509433962264151,10,C2,2,C2attempt_02.json
0.13942995985310802,0.019517649008396552,0.14634146341463414,11,C2,2,C2attempt_02.json
0.17856621555757482,0.016182712188007015,0.26666666666666666,12,C2,2,C2attempt_02.json
0.19137803629836797,0.035174031978864546,0.2,14,C2,2,C2attempt_02.json
0.10111936381260729,0.009970222994544455,0.186046511627907,16,C2,2,C2attempt_02.json
0.16450718266805012,0.02340062524264556,0.17142857142857143,17,C2,2,C2attempt_02.json
0.15099808602152232,0.010182425646195498,0.26666666666666666,19,C2,2,C2attempt_02.json
0.2653819169706305,0.016691762340631768,0.25925925925925924,21,C2,2,C2attempt_02.json
0.12170566815950139,0.027952555963587523,0.20689655172413796,22,C2,2,C2attempt_02.json
0.09806824934046245,0.013679192123121896,0.17142857142857143,23,C2,2,C2attempt_02.json
0.0,0.0,0.0,24,C2,2,C2attempt_02.json
0.2107313592276611,0.034338994985168764,0.23728813559322037,26,C2,2,C2attempt_02.json
0.25001576995785607,0.04857956790684703,0.3448275862068965,27,C2,2,C2attempt_02.json
0.14632057914534327,0.021740795882533866,0.15999999999999998,28,C2,2,C2attempt_02.json
0.13048082869525365,0.011031754190765335,0.14545454545454545,29,C2,2,C2attempt_02.json
0.12235981781621644,0.004401671624742202,0.15,30,C2,2,C2attempt_02.json
0.0,0.0,0.0,31,C2,2,C2attempt_02.json
0.1366909676652712,0.005673060488652812,0.12903225806451615,32,C2,2,C2attempt_02.json
0.24730438619536446,0.03815225843185609,0.3137254901960784,34,C2,2,C2attempt_02.json
0.09642199947477413,0.014350755161376995,0.16,35,C2,2,C2attempt_02.json
0.02925271120879733,0.0,0.05555555555555555,1,C2,3,C2attempt_03.json
0.21707014323210785,0.004060063326575516,0.23728813559322035,2,C2,3,C2attempt_03.json
0.10320237271420757,0.01553712569276035,0.16666666666666669,3,C2,3,C2attempt_03.json
0.13887645435579532,0.011510985307214646,0.17857142857142858,5,C2,3,C2attempt_03.json
0.13618385063169547,0.04028998029112094,0.186046511627907,6,C2,3,C2attempt_03.json
0.2128312063057197,0.05692994482485313,0.31999999999999995,8,C2,3,C2attempt_03.json
0.0,0.0,0.0,9,C2,3,C2attempt_03.json
0.1398749131636527,0.011326778960515973,0.1639344262295082,10,C2,3,C2attempt_03.json
